station_number, date, time, air_temperature, quality
62260,1998-09-03,00:00:00,10.6,G
81050,2015-05-07,20:00:00,8,G
106570,1997-10-18,03:00:00,4.4,G
97530,2011-10-13,04:00:00,2.9,G
97190,1968-11-25,12:00:00,2.5,G
72420,1983-11-10,23:00:00,-1.1,Y
167710,1984-03-12,09:00:00,-5.4,G
126290,2012-01-30,04:00:00,-7.4,G
167710,2001-02-04,09:00:00,-14.7,G
98230,2010-01-17,02:00:00,-0.7,Y
74240,1962-11-06,18:00:00,7.2,G
155790,2013-11-03,16:00:00,-3.9,G
63510,2014-09-05,13:00:00,21.2,G
105260,2000-10-13,12:00:00,11.7,G
87140,1996-09-29,06:00:00,9.9,G
53300,1986-11-11,09:00:00,9.3,G
136090,2011-08-29,21:00:00,10.6,G
74460,1999-09-16,01:00:00,10.3,Y
155710,1989-02-20,12:00:00,-0.4,G
170860,2007-01-05,09:00:00,-6.9,G
103410,2001-12-12,18:00:00,-12.4,G
74460,1988-05-02,05:00:00,2.7,Y
63510,2005-09-22,03:00:00,0.6,G
85050,1999-10-15,22:00:00,-0.7,Y
127230,2005-05-01,04:00:00,2.7,Y
93520,2014-04-23,14:00:00,13.7,G
161710,2008-11-09,22:00:00,4.4,Y
63050,1985-01-07,00:00:00,-14.6,G
124020,1992-03-06,06:00:00,-2.8,G
82090,2007-01-03,22:00:00,7,Y
85460,2014-12-07,04:00:00,2.5,G
98160,2016-01-17,10:00:00,-9.3,G
155940,1977-05-17,00:00:00,-3.2,G
98230,2001-11-23,00:00:00,0,G
86340,2014-10-29,15:00:00,9.4,G
124300,2009-12-28,12:00:00,-13.2,G
72090,2010-06-26,13:00:00,19.3,Y
161710,2004-11-13,13:00:00,0.7,Y
77180,1984-11-26,00:00:00,6,G
94180,1973-07-06,12:00:00,28.5,G
103100,2002-04-23,19:00:00,6.6,Y
151280,2010-08-27,00:00:00,9.2,G
74440,2007-02-02,18:00:00,3.6,G
72090,2002-12-04,14:00:00,0.4,Y
99270,1984-05-04,00:00:00,6,G
66120,1967-11-15,09:00:00,8,Y
77220,1951-08-11,00:00:00,15.7,Y
161920,2012-02-06,22:00:00,-28.8,G
122430,2014-08-07,09:31:00,15,Y
54550,1978-11-28,14:00:00,0.2,Y
105370,1995-08-09,06:00:00,10.6,G
155960,1989-10-08,05:25:00,-1.2,Y
97110,1979-12-03,22:00:00,3.1,Y
53220,1989-07-26,12:00:00,20.1,G
159770,1996-11-27,06:00:00,-12,G
99280,2010-06-09,02:00:00,10.3,Y
162790,2016-02-27,06:00:00,-21.7,G
85520,1970-01-19,15:00:00,-14,Y
126290,2011-09-18,02:00:00,0.4,G
147090,2005-06-09,05:00:00,10.3,Y
83280,2001-06-09,18:00:00,11.1,G
104580,1996-05-08,03:00:00,-4.7,G
133500,2007-05-02,00:00:00,-0.2,G
86370,1986-07-16,01:00:00,17.2,Y
97530,1983-04-13,22:00:00,-2.3,Y
82350,2000-11-25,10:00:00,6.8,Y
52350,1996-07-03,12:00:00,15.9,G
166910,2008-06-23,09:00:00,9,G
149160,1981-03-11,18:00:00,-15.3,G
53180,2003-06-21,09:00:00,14,G
139340,1969-10-31,09:00:00,-4.2,Y
97390,1986-08-26,01:00:00,6.7,Y
99330,1993-04-11,23:00:00,1.2,Y
167710,2014-09-09,13:00:00,13.1,G
97530,2005-06-19,03:00:00,8.7,G
72160,1997-01-07,15:00:00,0.6,G
81540,1994-08-12,15:00:00,22.6,G
134110,1999-03-24,16:00:00,3,Y
96550,1982-03-27,18:00:00,0.1,G
72290,1976-07-20,18:00:00,16.8,G
64020,1997-10-16,17:00:00,5.9,Y
115040,1972-07-26,18:00:00,14.2,G
113420,2007-09-14,00:00:00,6.6,G
112530,2002-03-21,15:00:00,-0.7,G
117160,1958-04-11,05:00:00,-9.2,Y
117160,1966-10-11,20:00:00,2.8,Y
53200,1964-01-16,12:00:00,-1,G
74300,2009-11-07,14:00:00,4.8,Y
63340,1978-02-23,12:00:00,-1,G
123460,2014-11-27,00:00:00,-15.3,G
134520,1976-07-16,21:00:00,15.2,G
53300,1981-07-09,13:00:00,22.4,Y
136090,2007-10-10,09:00:00,3.3,G
144300,1974-03-24,18:00:00,2.8,G
127230,2011-11-07,07:00:00,4.6,G
65160,1978-07-01,02:00:00,14,Y
155940,2004-09-23,06:00:00,5,G
105220,2003-05-22,16:00:00,10.2,Y
93230,1993-09-06,09:00:00,12,G
189720,2000-11-14,23:00:00,-1,Y
62410,1969-05-23,06:00:00,6.4,G
116490,2006-01-10,19:00:00,-0.6,Y
180940,2009-02-21,23:00:00,-6.1,Y
81350,1992-04-26,23:00:00,6.9,Y
180940,1985-04-19,15:00:00,-3.1,G
65160,2014-02-01,15:00:00,1.5,G
52350,2008-05-17,22:00:00,10,Y
155960,1992-09-21,16:00:00,3.4,Y
85240,2011-11-07,19:00:00,5.2,G
117160,1990-06-08,06:00:00,13,G
178860,1997-06-21,16:00:00,13.3,Y
157720,1976-04-12,18:00:00,0.3,G
87440,2015-05-18,14:00:00,9,G
62180,1964-04-26,09:00:00,9,Y
112540,1999-03-14,16:00:00,-6.5,Y
132240,1964-03-29,06:00:00,-12.8,G
71420,2005-10-26,23:00:00,4.2,Y
97280,2000-02-03,18:00:00,-2.2,G
85240,1964-12-22,17:00:00,-1,Y
160970,1997-06-12,15:00:00,18.7,G
147560,2013-09-21,09:00:00,9.9,G
183760,1971-08-03,12:00:00,19,G
97200,1987-12-06,09:00:00,0.2,G
53260,1966-03-04,00:00:00,1.2,G
73090,1978-12-26,12:00:00,-5,G
104530,1961-06-26,12:00:00,16.1,G
92400,1973-05-02,00:00:00,6.3,G
105070,2011-02-15,21:00:00,-10.4,G
96350,1965-05-17,18:00:00,7.4,Y
71190,2002-01-23,15:00:00,4.9,G
68560,2012-10-12,01:00:00,6.6,G
134110,1979-12-09,02:00:00,-2.6,Y
78400,1970-06-02,17:00:00,10,Y
85240,1968-06-09,21:00:00,9.4,Y
97390,1977-03-14,17:00:00,0,Y
94050,1987-04-12,03:00:00,1,G
126440,2009-06-05,14:00:00,8.9,Y
97520,1976-09-26,06:00:00,4.8,G
139260,1995-09-29,19:00:00,5,Y
146050,1999-09-13,17:00:00,15.1,Y
159880,2003-09-22,01:00:00,3.7,Y
71360,1997-04-21,00:00:00,4.4,G
170860,2011-09-23,08:00:00,3.3,G
134110,1974-05-25,21:00:00,5.4,G
180770,2010-01-23,14:00:00,-16,Y
77220,1966-01-27,21:00:00,-3,Y
96190,1997-11-20,13:00:00,1.6,Y
133500,2011-06-20,20:00:00,7.2,G
162860,2003-09-30,02:00:00,2.9,Y
63050,2000-09-09,07:00:00,14.5,Y
127310,1973-03-27,07:00:00,1,Y
97530,1982-12-04,11:00:00,1.2,Y
180940,1975-11-04,09:00:00,0.3,G
65510,2004-04-18,19:00:00,7.2,Y
83640,1961-12-28,03:00:00,-4,Y
64020,2009-05-16,19:00:00,7.4,Y
191910,2007-07-19,15:00:00,10.8,G
87140,2009-05-14,08:00:00,10,Y
98210,2001-07-21,12:00:00,20.1,G
68560,2009-10-23,21:00:00,7.1,G
106580,1980-05-07,09:00:00,14.5,G
155720,2006-03-22,18:00:00,-12.2,G
94390,1997-10-18,10:00:00,12.8,Y
158740,1996-09-08,00:00:00,4.4,G
97150,1979-05-13,12:00:00,14.2,G
85040,1963-04-11,12:00:00,4.6,G
173810,2003-10-13,18:00:00,-0.3,G
180940,2015-12-29,17:00:00,-9.4,G
166940,1999-10-06,07:00:00,2.5,Y
188790,1988-09-12,06:00:00,4.3,G
160740,1964-06-05,15:00:00,14.8,Y
124300,1996-02-27,18:00:00,-4.2,G
98160,1994-02-06,02:00:00,-4.5,Y
105280,1988-05-05,13:00:00,7.3,Y
94050,1983-06-11,00:00:00,10.1,G
93520,2000-03-18,12:00:00,7.3,G
105550,1983-06-13,00:00:00,11.2,G
128510,1977-12-04,18:00:00,-2,G
98490,2004-02-17,01:00:00,0.7,Y
96350,2006-02-18,18:00:00,-2.9,G
113110,1990-11-28,08:00:00,-5.7,Y
139120,2006-08-22,16:00:00,20.1,Y
134460,1990-10-02,03:00:00,-1,G
139120,2010-07-13,16:00:00,18.7,Y
105260,2005-05-26,04:00:00,11.6,Y
72400,1968-05-19,12:00:00,4.6,G
114140,2008-11-10,22:00:00,2.4,Y
116490,1999-02-05,21:00:00,-10,G
76420,1995-12-29,06:00:00,-16.8,G
149560,2002-01-30,01:00:00,-13.7,Y
64020,2001-02-18,15:00:00,4.6,G
95320,1992-06-30,12:00:00,23.2,G
127310,1977-01-01,08:00:00,-2,Y
54230,1978-02-09,12:00:00,-4.1,G
65510,2007-05-12,00:00:00,7.5,G
146350,2004-05-19,17:00:00,7.7,Y
162860,1960-10-12,14:00:00,-0.4,Y
132030,2008-01-19,10:00:00,-2,Y
86480,1957-06-11,07:00:00,13.2,Y
133190,1989-06-01,09:00:00,6,G
191910,2004-08-13,07:00:00,6.6,Y
170860,2005-05-22,01:00:00,7,Y
114410,2008-02-24,16:00:00,4.6,Y
85040,1989-05-27,18:00:00,15.8,G
85240,1988-07-14,04:00:00,12.9,Y
97200,1963-08-27,11:00:00,19,Y
151240,2000-03-25,08:00:00,-2.2,Y
160740,1980-12-01,00:00:00,1.8,G
99270,2014-04-28,18:00:00,8.3,G
82260,1956-01-14,07:00:00,-0.6,Y
122260,2012-04-26,05:00:00,1.1,G
148040,2014-03-23,17:00:00,0.5,G
66110,2012-04-29,04:00:00,7.2,G
84620,1962-12-29,06:00:00,-11,Y
145280,1971-11-09,18:00:00,-10.8,G
179960,2013-02-12,23:00:00,-8.5,G
134110,1979-03-20,09:00:00,-1.4,G
146350,1997-02-07,07:00:00,-1.7,Y
98160,1993-09-16,09:00:00,8,G
155960,2002-11-15,16:00:00,-8.6,Y
145340,1955-09-18,03:00:00,7,G
86340,1999-02-05,20:00:00,-8.6,Y
117430,2011-11-16,14:00:00,5.5,G
85250,1971-11-29,06:00:00,0,G
78550,2011-02-26,16:00:00,-1.7,G
160740,1978-11-13,21:00:00,2.6,G
116480,1967-06-04,06:00:00,13,G
106160,2010-03-30,04:00:00,-0.7,Y
63050,1986-03-23,14:00:00,3.7,Y
133570,1985-08-01,06:00:00,9.8,G
74180,1965-12-03,03:00:00,-1,Y
79580,1984-11-04,15:00:00,7.8,G
74180,1967-10-12,18:00:00,11.8,G
97260,1963-06-26,03:00:00,11.2,Y
123070,1970-04-13,12:00:00,3,G
147420,2013-09-26,03:00:00,-2.5,G
95030,1976-12-16,21:00:00,-2.4,G
78400,2006-04-16,22:00:00,4.4,Y
127130,1990-12-30,03:00:00,0.8,G
166870,1977-07-12,18:00:00,7.3,G
71190,2000-06-22,07:00:00,15.9,Y
74180,2008-04-07,15:00:00,7.8,G
172770,1998-07-31,17:00:00,15.5,Y
82190,1976-06-06,03:00:00,11,G
77220,1964-11-07,03:00:00,3,Y
87440,1996-12-08,09:00:00,4.5,G
125020,1992-11-13,09:00:00,-1.9,G
85390,2013-05-31,13:00:00,21.6,G
116480,1992-02-02,15:00:00,-2.8,G
71360,2004-02-29,07:00:00,-2.6,Y
54550,1991-10-20,06:00:00,1.3,G
178740,1972-09-17,12:00:00,9.1,G
107530,1990-08-28,18:00:00,15.6,G
145580,2006-11-11,14:00:00,-2.6,Y
83540,1973-01-10,06:00:00,1.5,G
54390,1982-01-16,18:00:00,-2.5,G
62250,2013-10-18,12:00:00,7,G
115220,1996-12-28,23:00:00,0.2,Y
96040,2016-01-16,21:00:00,-18.9,G
191720,2008-05-10,19:00:00,0.7,Y
155960,1995-07-21,14:00:00,12.3,Y
182810,2014-05-02,02:00:00,-5.2,G
65160,2008-05-28,19:00:00,11.5,Y
97510,2006-04-01,09:00:00,-1.1,G
172790,1991-01-06,00:00:00,-11.4,G
78400,1973-10-07,19:00:00,11,Y
99090,2005-05-25,03:00:00,10.9,G
114010,1987-08-13,12:00:00,17.9,G
139120,2011-01-09,18:00:00,-0.7,G
83640,1961-07-19,12:00:00,18.4,Y
192840,2011-04-26,08:00:00,5.4,G
97390,1968-09-24,14:00:00,7,Y
76420,1999-08-05,14:00:00,21,Y
96040,2011-12-20,22:00:00,0.4,G
65160,1984-10-28,12:00:00,11,G
78280,1998-01-16,02:00:00,4.5,Y
93230,1988-09-22,11:00:00,14.4,Y
98460,1978-05-09,03:00:00,4.1,G
82090,2014-08-16,12:30:00,19.6,G
73480,2006-12-13,00:00:00,4.5,G
170860,2011-06-18,03:00:00,9.2,G
63510,2001-05-09,06:00:00,12.2,G
64510,2012-04-07,16:00:00,0.7,G
170860,2015-08-14,17:00:00,17.5,G
62190,1975-09-01,15:00:00,20,G
82260,1957-11-04,03:00:00,7,G
166910,1999-07-22,15:00:00,10.4,G
65090,2016-04-26,14:00:00,7.1,G
85460,2002-11-26,11:00:00,4,Y
86340,1994-03-21,16:00:00,2.4,Y
96040,1996-07-15,05:00:00,13.6,Y
99270,2002-02-15,18:00:00,2.3,G
114410,2010-07-14,20:00:00,15.2,Y
161710,1997-12-01,10:00:00,-9.4,Y
82650,1956-10-25,03:00:00,4.4,G
97510,1999-03-06,05:00:00,0.9,Y
96190,2012-05-27,00:00:00,6.2,G
62180,2009-05-07,00:00:00,8.4,G
139260,1997-09-10,15:00:00,15.4,G
136090,2012-11-21,06:00:00,0,G
52350,2002-05-31,12:00:00,16.7,G
167980,1971-09-19,12:00:00,11.4,G
95170,1994-01-14,06:00:00,4.3,G
55570,2003-11-13,22:00:00,5.2,Y
72420,1984-10-31,19:00:00,8,Y
172940,2016-03-22,00:00:00,-13.7,G
71430,1976-11-03,18:00:00,7.5,G
74460,2015-02-26,12:00:00,4.3,G
74180,2003-07-21,12:00:00,23.8,G
123060,2010-07-11,15:00:00,16.7,G
83170,1993-11-19,00:00:00,1,G
116230,2002-09-15,06:00:00,5,G
96550,1997-06-07,12:00:00,24.6,G
125450,1993-07-05,15:00:00,12.8,G
81010,1980-04-21,18:00:00,6,G
122360,1970-04-30,18:00:00,-1.2,G
65160,1979-10-16,23:00:00,10.3,Y
91130,1983-11-12,06:00:00,-1.2,G
166910,2002-09-17,15:00:00,5.6,G
127310,1989-06-10,17:00:00,12.2,Y
86200,1980-03-01,12:00:00,5.8,G
84310,1957-07-29,12:00:00,15.6,G
104580,2015-06-20,05:00:00,12.1,G
92130,2011-09-18,10:00:00,9.4,G
72120,2002-06-07,12:00:00,22.5,G
106100,1976-08-17,15:00:00,24.5,G
125450,1994-12-20,09:00:00,0.7,G
107140,2003-06-21,01:00:00,10.1,Y
65160,1981-10-30,11:00:00,8.1,Y
66410,1986-04-04,00:00:00,-1,G
178970,2004-04-03,14:00:00,-0.8,Y
158990,1995-05-28,12:00:00,18,G
154860,1991-08-31,07:00:00,6.1,Y
94450,1984-02-19,06:00:00,-16.5,G
77180,1966-10-24,09:00:00,8,Y
113410,1968-08-18,18:00:00,12.7,G
147420,1998-02-01,19:00:00,-13.4,Y
98510,1993-12-31,03:00:00,-0.1,G
94170,1957-09-04,06:00:00,9.2,Y
74240,1967-09-28,06:00:00,6,G
166940,2001-04-11,01:00:00,-7.7,Y
84050,2001-10-10,07:00:00,11.5,Y
63050,1999-07-21,05:00:00,18,Y
134410,2015-05-26,02:00:00,5.7,G
53180,1999-12-10,01:00:00,5.7,Y
116230,2000-11-14,18:00:00,0,G
93220,1980-09-20,03:00:00,9.2,G
87450,1995-06-09,06:00:00,12.2,G
71470,1991-07-03,06:00:00,17.3,G
106570,2012-09-15,09:00:00,12.1,G
145130,2013-09-10,01:00:00,11.5,G
87360,2005-04-25,04:00:00,3.4,Y
189720,2007-11-30,16:00:00,-6.3,Y
54290,2016-05-31,20:00:00,16.1,G
96030,1976-01-08,06:00:00,5.2,G
124320,1989-11-13,00:00:00,1.2,G
71190,2011-04-07,11:00:00,7.4,G
103100,2015-02-02,23:00:00,-7.9,G
76420,2006-06-25,19:00:00,17.7,Y
97110,1962-02-11,11:00:00,2.4,Y
113070,2014-06-25,05:30:00,6.5,G
78290,2003-11-28,20:00:00,7.5,Y
75040,1954-04-01,06:00:00,0.2,Y
98040,1980-10-04,17:00:00,10.2,Y
105450,1963-11-18,12:00:00,-3.3,G
126440,1998-05-08,13:00:00,14.2,Y
145580,2006-04-14,08:00:00,0,Y
65160,1987-11-15,11:00:00,6,Y
155790,2015-04-17,03:00:00,-2.4,G
52350,2002-10-26,23:00:00,7.9,Y
64020,1998-09-05,12:00:00,14.5,G
106570,1998-06-02,12:00:00,7.8,G
172940,2003-05-25,02:00:00,7.5,Y
126290,2011-08-25,10:00:00,14.9,G
105260,2005-08-27,11:00:00,15.2,Y
157720,1949-02-21,06:00:00,-4.3,Y
74460,1975-02-06,02:00:00,0,Y
155960,2015-08-02,12:00:00,7.7,G
87360,1991-02-09,06:00:00,-0.6,G
95540,2016-04-11,12:00:00,9.4,G
53360,1972-07-15,12:00:00,22.2,G
191910,2010-09-04,13:00:00,9.8,G
98210,1961-04-03,06:00:00,-0.2,G
85050,2011-12-25,02:00:00,1.2,G
146350,2015-04-12,11:00:00,1.4,G
145580,2005-09-20,08:00:00,8.4,Y
127310,1981-07-14,11:00:00,14.9,Y
74460,1984-06-11,08:00:00,10.1,Y
102390,1999-03-20,21:00:00,-4.3,G
82260,1974-01-23,12:00:00,1,G
85220,1962-05-11,06:00:00,6.4,G
134110,1974-10-08,15:00:00,6.2,G
180770,1997-03-08,01:00:00,-0.3,Y
98230,2011-08-25,21:00:00,18.2,G
151280,2001-08-02,06:00:00,10.7,G
53360,1967-11-15,18:00:00,6.3,G
82260,1981-04-13,12:00:00,11.8,G
77220,1976-09-15,09:00:00,14.2,G
97260,1965-03-24,20:00:00,0.4,Y
161710,2005-03-22,04:00:00,-4.2,Y
71420,2014-06-10,06:00:00,18.2,G
167710,2015-01-22,21:00:00,-26,G
124110,2014-10-19,18:00:00,8,G
147090,2005-01-29,02:00:00,-7.6,Y
53260,1983-04-12,18:00:00,3.1,G
180940,1988-04-21,09:00:00,-4.8,G
140460,2011-12-15,17:00:00,3.5,G
160740,1984-06-10,00:00:00,3,G
73230,1988-02-04,15:00:00,3.2,G
74300,2005-04-22,00:00:00,1.7,G
62040,2008-02-28,00:00:00,4.6,G
82190,1978-12-19,09:00:00,0.2,G
136010,1965-07-05,06:00:00,9.1,G
132030,2002-04-30,20:00:00,0.3,Y
62180,1990-10-05,13:00:00,11.4,Y
98160,2007-08-20,23:00:00,17.3,Y
97510,2014-08-10,21:00:00,15.3,G
81130,1993-01-24,15:00:00,0.8,G
138070,2000-06-30,15:00:00,26.4,G
123460,2008-10-12,03:00:00,-2.4,G
162860,1994-11-09,00:00:00,-10.7,G
112170,1965-08-01,12:00:00,11.4,G
62410,1977-06-08,09:00:00,12.8,G
113070,2002-01-29,19:00:00,-8.6,Y
159970,1976-02-01,09:00:00,-33.2,G
112080,1988-06-05,18:00:00,12.3,G
108100,1978-07-05,21:00:00,12.5,G
62180,1972-01-07,14:00:00,-0.5,Y
172920,2002-05-08,06:00:00,9,G
140360,1960-05-01,18:00:00,1.2,Y
160750,1998-07-26,17:00:00,17.1,Y
65020,1995-11-30,21:00:00,2.4,G
117160,1969-04-25,13:00:00,6.8,Y
189720,2012-06-03,10:00:00,7.8,G
96220,1992-12-09,02:00:00,-1.6,Y
160970,2013-05-04,12:00:00,5.8,G
66410,1956-07-13,20:00:00,15.6,Y
52240,2009-12-12,09:00:00,1.3,G
97110,1981-04-23,15:00:00,-1,G
137080,1973-08-09,12:00:00,16.2,G
62030,1991-07-05,01:00:00,16.7,Y
149340,2002-05-15,10:00:00,20,Y
95160,1974-08-23,12:00:00,20.7,G
191910,2012-09-10,04:00:00,-3.9,G
72090,2004-04-01,22:00:00,-0.3,Y
64510,2000-06-27,13:00:00,11.7,Y
78250,1994-12-29,15:00:00,7.5,G
77180,1981-02-18,21:00:00,-2,G
182720,1974-03-11,18:00:00,-1.8,G
108110,1985-06-19,06:00:00,16.1,G
99450,1979-04-05,15:00:00,1.1,G
151380,1965-10-29,10:00:00,1,Y
179950,1981-05-17,15:00:00,19.5,G
150640,1965-12-26,03:00:00,-13.8,Y
52350,2014-08-07,16:00:00,24.5,G
161710,2011-05-23,17:00:00,6.6,G
84310,1991-10-11,20:00:00,8.4,Y
52350,1993-06-23,14:00:00,14.9,Y
123060,2012-05-16,11:00:00,10.5,G
96030,1963-12-14,12:00:00,1,G
122430,2007-04-22,16:00:00,-0.2,Y
87360,1996-01-02,15:00:00,-6.1,G
71470,1989-03-17,14:00:00,5.7,Y
105450,1986-08-06,18:00:00,15.6,G
71180,1983-11-26,09:00:00,5.4,G
92100,1963-03-31,18:00:00,1,G
98490,2010-04-26,18:00:00,10.8,G
156790,1999-01-13,15:00:00,-16.4,G
155790,2006-11-05,16:00:00,-4.2,Y
53200,1964-12-12,18:00:00,6,G
134410,2001-01-12,18:00:00,-0.4,G
161710,1989-05-13,20:00:00,2.8,Y
53300,1985-01-02,02:00:00,-4,Y
145340,1963-03-11,18:00:00,-11,G
72080,2001-07-14,18:00:00,16.6,G
96350,1986-02-28,12:00:00,-0.8,G
161780,1985-04-01,00:00:00,-7.1,G
75520,1998-11-25,00:00:00,-0.2,G
179960,1990-04-12,07:00:00,3.7,Y
78400,1979-05-07,13:00:00,8.8,Y
147570,1965-02-08,09:00:00,-7.8,Y
96190,1997-03-24,23:00:00,-5.7,Y
87450,1990-06-28,15:00:00,16.4,G
72090,2013-11-21,02:00:00,0.8,G
114140,1998-08-06,14:00:00,19.5,Y
150640,1963-06-18,06:00:00,7.8,Y
106570,2015-01-08,07:00:00,1.4,G
64510,2012-03-27,01:00:00,3.9,G
140200,1989-07-10,12:00:00,14,G
96000,1987-12-18,12:00:00,-1,G
154730,2014-11-30,12:00:00,-7,G
137030,1955-09-10,21:00:00,11.8,G
62250,2008-11-02,05:00:00,-4,Y
148350,1994-04-21,15:00:00,5.4,G
161910,2010-09-16,01:00:00,9.5,G
161940,1967-02-15,18:00:00,0.8,Y
74300,2000-06-11,02:00:00,15.5,Y
81540,2004-02-02,21:00:00,1.3,G
97390,1972-11-15,20:00:00,-1,Y
139200,1984-11-22,18:00:00,0.8,G
78550,1999-05-29,13:00:00,21.9,Y
122260,2000-09-18,02:00:00,5.2,Y
180940,1958-12-26,16:00:00,-24.8,Y
136420,1989-12-06,03:00:00,-4.4,G
138070,2009-12-07,21:00:00,3.2,G
180940,1963-05-14,03:00:00,7,Y
170860,2015-01-28,01:00:00,-7.6,G
78040,1995-03-26,04:00:00,1.9,Y
82110,1985-11-25,12:00:00,0,G
63050,1987-02-18,05:00:00,-3.5,Y
114330,1973-06-14,12:00:00,9.3,G
139120,1997-05-19,12:00:00,8.4,G
113110,1991-10-08,04:00:00,3,Y
192830,2001-11-12,12:00:00,-6.3,G
63050,1959-03-18,15:00:00,7,G
154730,2000-09-10,13:00:00,2.2,Y
172770,2006-09-20,23:00:00,3.4,Y
123460,2010-11-28,17:00:00,-24.4,G
74460,1984-01-26,00:00:00,-7,G
82260,2010-01-03,13:00:00,-10.8,Y
82360,1999-06-09,05:00:00,10.1,Y
96040,2012-03-01,12:00:00,6.7,G
107420,2001-06-06,11:00:00,19.1,Y
161780,1984-01-03,00:00:00,-2.8,G
97280,2010-05-22,06:00:00,14.4,G
96230,1968-06-24,12:00:00,22.7,G
106160,2006-02-23,10:00:00,2,Y
53530,2000-02-23,05:00:00,-3.5,Y
147090,2010-05-11,07:00:00,4,Y
83190,2002-05-26,19:00:00,15.9,Y
97390,1974-07-02,22:00:00,15,Y
125170,2006-07-15,02:00:00,1.8,Y
71360,1996-12-10,18:00:00,-0.6,G
163900,2015-08-09,06:00:00,14.9,G
94190,1996-04-02,00:00:00,-3.6,G
74460,1982-09-26,00:00:00,11.5,G
107440,2012-09-17,21:00:00,11.1,G
66120,1979-02-14,09:00:00,-8.4,G
92130,2014-11-17,22:00:00,3.5,G
117160,1960-02-25,10:00:00,-4.8,Y
128390,2001-01-29,23:00:00,-4.3,Y
74460,2000-07-12,22:00:00,12.1,Y
93250,2006-05-03,18:00:00,14.1,G
128390,2011-01-20,08:00:00,-2.5,G
124390,1963-04-26,18:00:00,8,G
62180,1964-09-10,20:00:00,9.2,Y
93220,1984-02-10,17:00:00,-0.3,Y
84050,2001-04-10,08:00:00,3.9,Y
86480,1971-10-09,13:00:00,12.2,Y
78040,1988-09-25,11:00:00,10.7,Y
140480,2005-10-15,19:00:00,4.7,Y
54290,2001-03-16,04:00:00,0.6,Y
127310,1973-02-07,13:00:00,-1,Y
75040,1961-12-22,06:00:00,-7.4,G
166870,1992-11-29,06:00:00,-9.8,G
68550,1949-06-11,12:00:00,16,Y
96560,2015-07-08,20:00:00,13.4,G
72080,1969-07-01,12:00:00,17.2,G
65160,1983-04-08,09:00:00,4.9,G
97390,1969-06-14,10:00:00,23,Y
86340,2012-10-26,19:00:00,1.7,G
104580,2011-05-20,22:00:00,9.3,G
53360,1983-12-09,18:00:00,4,G
98230,2008-03-18,23:00:00,-1,Y
72160,1988-01-24,19:00:00,0.3,Y
65160,1966-06-09,12:00:00,20.7,Y
116430,1969-09-15,06:00:00,8,G
74180,1990-10-15,12:00:00,12.6,G
98460,1976-09-11,15:00:00,16,G
54550,1964-03-07,16:00:00,-2,Y
55570,2000-10-29,07:00:00,11.8,Y
132110,2010-10-14,12:00:00,-3.7,G
163950,1974-07-05,12:00:00,16,G
134410,2005-12-15,12:00:00,-3.1,G
132590,2011-04-11,06:00:00,4.4,G
127380,1967-09-14,12:00:00,18.6,G
86350,1974-03-24,06:00:00,-7.5,G
81620,1955-05-27,00:00:00,9,G
182720,1974-09-19,18:00:00,6.6,G
62250,2009-10-21,01:00:00,2.1,Y
98230,2002-08-17,22:00:00,19.1,Y
65160,1965-02-06,15:00:00,1.9,Y
160970,2005-07-26,13:00:00,17.7,Y
155900,1983-05-23,18:00:00,5.1,G
74530,1978-07-15,12:00:00,13,G
107450,1995-02-15,01:00:00,2.6,Y
136090,2007-08-08,20:00:00,19.3,Y
180770,2005-07-27,23:00:00,11.4,Y
133180,2015-02-02,01:30:00,-9,G
162860,2003-09-11,18:00:00,13.2,G
97100,2005-01-20,01:00:00,-1.6,Y
182810,2016-01-08,01:00:00,-20.3,G
66600,1961-04-21,06:00:00,4.2,G
65160,1985-06-03,05:00:00,12.2,Y
161940,2012-03-09,05:00:00,-1.3,G
74300,2008-12-25,22:00:00,-5.5,Y
108320,2005-02-23,13:00:00,-5.1,Y
163920,1983-12-10,12:00:00,-21.3,G
116490,2002-06-17,20:00:00,17.4,Y
74180,1958-09-27,07:00:00,4.8,Y
72090,2015-09-19,22:00:00,11.6,G
71430,1966-07-16,01:00:00,13,Y
72090,2012-12-31,06:00:00,3.7,G
135460,2007-12-06,05:00:00,0.5,Y
64510,2004-01-22,20:00:00,-15.4,Y
97120,1966-07-27,06:00:00,15.6,G
127130,1995-09-22,09:00:00,13,G
98160,2006-11-25,19:00:00,7.4,Y
107440,2002-10-20,10:00:00,1.6,Y
155790,2003-05-15,10:00:00,4.5,Y
62530,2002-08-25,01:00:00,16.1,Y
151550,1979-07-24,03:00:00,15.2,G
188850,2010-09-14,10:00:00,9,G
62410,1968-10-17,09:00:00,7.8,Y
97510,1993-09-21,16:00:00,13.5,Y
167990,2013-12-07,13:00:00,-29.6,G
147460,2003-07-29,06:00:00,14.3,G
147560,2015-06-07,20:00:00,7.6,G
81350,2004-02-13,09:00:00,0.1,G
114410,2010-04-19,23:00:00,-2.5,Y
106570,2015-02-03,15:00:00,-8.8,G
123480,1990-11-25,03:00:00,-4.8,G
145130,2013-06-17,07:00:00,12.2,G
183980,1978-04-01,18:00:00,-5.2,G
63600,2000-11-16,03:00:00,4,G
64320,2011-04-28,06:00:00,8,G
105220,1999-10-17,14:00:00,1.2,Y
