"","AT","AP","AH","AFDP","GTEP","TIT","TAT","TEY","CDP","CO","NOX"
"14102",15.845,1017.8,98.747,2.894,24.904,1089.3,550.05,135.35,12.063,1.2734,57.13
"14103",16.658,1017.7,96.769,3.7045,31.906,1099.8,532.17,155.94,13.773,0.62545,53.522
"14104",17.33,1017.7,92.54,3.6672,31.483,1099.9,533.57,154.83,13.61,0.12326,53.695
"14105",18.083,1017.4,87.435,3.4683,29.543,1099.8,540.06,150.04,13.23,0.37556,57.998
"14106",18.657,1016.9,82.514,3.1806,26.936,1100,549.14,143.26,12.589,0.28214,64.317
"14107",19.158,1016.8,81.04,3.2092,27.207,1099.9,548.23,143.81,12.678,0.19538,63.367
"14108",19.08,1016.7,80.799,2.9487,24.957,1089.9,550.05,134.96,12.024,1.0227,59.36
"14109",18.67,1016.8,83.742,2.9224,24.773,1088.9,550,134.28,12.002,1.0804,58.352
"14110",18.038,1017.1,86.326,2.8916,24.702,1088.4,550.14,134.15,12.051,1.2831,58.047
"14111",17.431,1017.2,87.707,2.8921,24.83,1089.2,550.01,134.92,12.019,1.0543,57.584
"14112",17.004,1017.3,88.493,2.847,24.542,1087.6,550.13,133.84,11.921,0.51895,56.175
"14113",16.729,1017.1,89.838,2.8432,24.471,1087.4,550.32,133.69,11.953,0.81652,56.173
"14114",16.736,1017.4,91.663,2.8432,24.487,1087.2,549.93,133.41,12.016,0.95271,56.486
"14115",16.888,1018,92.674,2.8475,24.463,1087,549.89,133.18,11.984,1.3564,57.027
"14116",16.768,1018.1,92.545,2.8288,24.501,1087.1,550.08,133.45,11.965,1.2067,57.236
"14117",16.71,1017.9,92.835,2.8244,24.265,1086,550.09,132.57,11.937,1.5647,57.389
"14118",16.466,1017.7,92.233,2.8383,24.402,1087.1,550.17,133.5,12.016,1.3876,58.318
"14119",16.286,1017.7,93.245,2.7043,23.235,1077.4,548.3,127.44,11.67,1.9193,63.251
"14120",16.357,1017.7,93.184,2.2379,19.074,1053.2,548.94,109.32,10.445,4.4318,62.756
"14121",16.378,1017.7,92.594,2.206,18.858,1053.3,549.92,108.55,10.42,4.7827,56.987
"14122",16.276,1017.8,91.93,2.1882,18.731,1052.7,549.88,108.04,10.378,4.9243,58.317
"14123",16.109,1017.9,90.245,2.197,18.905,1053.6,549.92,108.83,10.295,4.9259,58.387
"14124",15.972,1017.9,88.942,2.2209,19.065,1052.5,548.62,108.93,10.447,4.969,64.591
"14125",15.895,1018.2,89.628,2.4086,20.84,1064.2,548.97,117.57,10.869,4.0136,62.034
"14126",15.94,1018.5,89.261,2.8186,24.646,1088.8,549.86,135.08,11.983,1.0637,60.89
"14127",16.012,1018.6,87.528,3.6229,31.909,1099.7,531.91,156.61,13.78,0.47186,55.762
"14128",16.15,1018.4,86.633,3.6424,32.061,1100.2,531.54,157.13,13.855,0.50276,55.401
"14129",15.892,1018.2,87.078,3.6055,32.234,1099.9,530.67,158.19,13.85,0.17597,54.618
"14130",15.556,1017.9,86.651,3.5755,32.073,1100,531.26,157.97,13.852,0.098505,54.204
"14131",15.752,1017.7,86.371,3.5662,31.821,1099.9,532.05,157.11,13.789,0.073536,55.102
"14132",16.129,1017.4,86.025,3.5621,31.63,1100,532.74,156.68,13.738,0.39538,56.583
"14133",16.345,1017.5,86.278,2.5343,22.017,1056.5,539.51,119.13,11.178,16.487,73.933
"14134",15.988,1017.5,87.456,3.0073,26.265,1098.2,549.86,142.95,12.447,0.2987,68.548
"14135",15.665,1017.7,90.83,2.8187,24.42,1087.8,550.15,134.51,11.885,0.99467,60.3
"14136",16.071,1018.1,90.926,2.7974,24.142,1085.7,549.94,132.66,11.893,1.0451,58.083
"14137",15.93,1018.4,90.035,2.8239,24.392,1087.1,550.1,133.9,11.964,0.63004,58.208
"14138",15.799,1018.6,90.021,2.8185,24.24,1086.2,549.94,133.24,11.927,1.2399,59.695
"14139",15.532,1018.8,89.905,2.8273,24.234,1086.5,549.9,133.54,11.924,1.3056,60.656
"14140",15.486,1019,88.063,2.7914,24.148,1085.5,550.17,132.85,11.912,1.0947,60.472
"14141",15.492,1019.1,87.189,2.7818,24.089,1085.9,550.23,132.96,11.926,1.3812,61.621
"14142",15.318,1019,87.217,2.6364,22.781,1076.8,548.97,127.18,11.548,1.987,63.815
"14143",14.973,1018.9,87.656,2.2249,18.993,1049,545.87,109.09,10.462,6.3559,67.855
"14144",14.466,1018.9,88.138,2.1912,18.964,1051.7,548.32,109.36,10.356,5.6023,67.144
"14145",14.341,1018.7,88.704,2.1866,18.829,1052.8,548.93,109.37,10.377,5.8684,67.411
"14146",14.162,1018.6,90.042,2.1597,18.695,1052.4,549.27,109,10.335,6.1023,70.096
"14147",14.259,1018.5,92.564,2.199,18.807,1053.7,549.73,109.58,10.389,5.3885,63.831
"14148",14.399,1018.7,92.196,2.1878,18.833,1052.2,548.88,108.99,10.364,5.7009,67.737
"14149",14.662,1019.1,92.708,2.2793,19.609,1056.7,548.51,112.79,10.607,4.7379,67.709
"14150",15.004,1019.2,91.406,2.8315,24.593,1088.6,550.04,135.22,11.948,1.184,61.578
"14151",15.385,1019.5,88.668,2.8308,24.434,1087.8,549.96,134.37,11.898,1.8893,61.55
"14152",15.593,1019.7,85.763,2.817,24.322,1087,549.95,133.67,11.92,1.5865,61.271
"14153",15.717,1019.3,83.525,2.7845,24.008,1085.2,550.08,132.25,11.876,1.326,60.108
"14154",15.879,1019.1,81.522,2.9095,25.33,1092.4,549.81,138.01,12.131,0.62011,63.573
"14155",16.099,1018.8,78.579,2.9926,26.033,1096.2,549.76,140.85,12.36,0.50982,66.881
"14156",16.024,1019.1,78.998,2.8199,24.395,1087.2,549.92,133.88,12.016,0.93261,61.001
"14157",15.553,1019.5,82.257,2.8345,24.514,1088.3,550.04,134.91,11.922,1.3369,62.174
"14158",15.247,1019.7,83.778,2.8297,24.454,1088.1,550.21,134.89,12.02,1.4477,62.845
"14159",15.008,1020,84.635,3.6928,32.246,1098.9,529.99,157.86,13.879,0.90121,56.186
"14160",14.951,1020.3,84.907,3.6392,31.861,1100,531.61,157.76,13.773,0.76162,56.176
"14161",14.926,1020.7,84.313,3.6765,32.187,1100,530.6,158.73,13.927,0.82117,55.6
"14162",14.729,1020.5,83.622,2.5311,21.813,1052.3,537.35,117.82,11.222,4.5946,84.559
"14163",14.521,1020.6,84.808,2.1982,18.879,1050.8,547.35,109.68,10.474,4.9698,68.048
"14164",14.338,1020.7,85.735,2.1916,18.949,1050.8,547.03,109.77,10.516,5.7432,68.168
"14165",14.308,1020.8,86.602,2.208,18.882,1053.2,548.95,110.01,10.472,4.9624,67.287
"14166",14.321,1020.7,85.852,2.2204,18.799,1048,546.14,108.11,10.435,7.0025,76.048
"14167",14.124,1020.7,85.972,2.2016,18.828,1048.3,546.06,108.51,10.435,7.4873,78.132
"14168",13.647,1020.8,86.935,2.1995,18.886,1049.5,546.64,109.02,10.435,6.6633,77.493
"14169",13.176,1020.9,87.636,2.201,18.908,1047.6,545.41,108.77,10.452,6.7697,78.878
"14170",12.677,1020.9,88.206,2.3703,20.508,1060.4,546.85,117.35,10.921,5.0437,75.559
"14171",12.264,1020.7,90.062,2.7385,24.01,1086.5,550.06,134.46,11.967,1.0887,64.398
"14172",12.271,1020.9,90.401,2.7835,24.266,1088.1,549.88,135.62,11.916,1.082,63.388
"14173",12.404,1021.1,90.354,2.7867,24.266,1088,550.04,135.64,11.921,1.2868,63.495
"14174",12.837,1021.6,88.971,2.7744,24.194,1087.7,550.06,135.09,11.879,1.1132,62.011
"14175",13.6,1021.7,85.055,2.7959,24.312,1088.1,550.02,135.18,11.95,1.1022,65.053
"14176",14.272,1021.7,79.328,2.7668,23.892,1085.5,550.07,132.94,11.916,1.2056,63.478
"14177",14.967,1021.3,75.218,2.8106,24.192,1087.1,550.1,133.97,11.981,1.2354,63.672
"14178",15.439,1021.2,72.163,2.8342,24.448,1088.3,550.08,134.86,11.988,0.56304,62.736
"14179",15.608,1020.8,70.569,2.8168,24.248,1087,550.04,133.91,11.969,1.0411,63.817
"14180",15.565,1020.6,70.254,2.862,24.536,1087.8,550.04,134.53,12.033,0.8492,62.931
"14181",14.966,1020.5,72.813,2.8282,24.383,1087.3,549.89,134.37,11.888,0.86953,61.89
"14182",14.358,1020.6,74.408,2.8383,24.436,1088.5,549.97,135.61,11.962,1.1027,62.766
"14183",13.355,1020.8,76.949,2.8062,24.562,1088.5,549.88,136.2,11.959,0.78689,63.216
"14184",12.692,1020.9,79.523,2.7084,23.92,1084.5,550.03,133.08,11.835,1.3847,64.322
"14185",12.358,1021,81.124,2.7225,23.959,1084.8,550.04,133.33,11.883,1.2883,63.741
"14186",12.023,1020.9,82.847,2.3821,20.607,1047.6,538.9,114.53,10.843,5.3708,81.132
"14187",11.808,1020.8,83.688,2.2296,19.094,1038.6,538.46,108.59,10.515,7.3719,87.93
"14188",11.546,1020.8,84.784,2.2363,18.938,1043.1,541.97,109,10.394,7.8849,86.98
"14189",11.324,1020.6,84.775,2.2154,18.884,1042,541.2,108.63,10.365,8.1373,86.927
"14190",10.99,1020.2,86.078,2.5555,22.228,1070.8,546.8,125.96,11.467,4.0218,75.339
"14191",10.987,1020,86.996,2.726,23.746,1085.1,550.02,133.78,11.872,1.2194,64.788
"14192",11.155,1020.2,86.965,2.7484,23.859,1085.5,550.08,133.98,11.897,1.2813,64.515
"14193",11.326,1019.8,86.908,2.7379,24.008,1085.7,550.01,134.14,11.91,1.1038,64.41
"14194",11.169,1019.5,87.7,2.7534,23.893,1085.7,550.07,134.21,11.929,0.96041,64.151
"14195",10.994,1019.4,90.308,2.738,23.781,1085.3,549.92,133.87,11.843,1.0646,64.952
"14196",11.288,1019.6,90.524,2.2307,19.047,1046.4,543.83,109.74,10.44,7.283,77.499
"14197",11.279,1019.8,90.21,2.1954,18.905,1047.8,545.07,109.65,10.318,6.8566,78.735
"14198",11.864,1020,90.903,2.6418,23.09,1077.8,548.17,129.39,11.578,2.7803,70.767
"14199",12.458,1020.3,87.333,2.7669,24.128,1086.8,549.96,134.64,11.858,1.2809,63.889
"14200",13.163,1020.4,84.511,2.763,24.161,1086.7,549.89,134.11,11.867,1.4979,62.492
"14201",13.433,1020.1,82.234,2.7739,24.202,1086.8,549.96,134.33,11.949,1.3079,63.778
"14202",13.368,1019.9,83.613,2.7759,24.068,1086.1,549.97,133.76,11.94,0.91647,63.224
"14203",13.693,1019.9,82.573,2.7793,24.073,1086.3,549.95,133.75,11.939,0.96396,63.882
"14204",13.957,1019.8,79.984,2.7919,24.173,1086.8,549.92,134.04,11.938,0.7192,64.112
"14205",13.544,1020.3,79.704,2.7928,24.21,1087.1,549.96,134.57,11.901,1.4495,65.329
"14206",12.994,1020.6,80.691,2.8047,24.171,1087.2,549.95,134.84,11.875,1.2969,65.118
"14207",12.614,1020.8,81.285,2.7867,24.141,1087.3,549.93,135.14,11.971,1.4946,65.933
"14208",12.17,1021.2,81.429,2.7537,23.871,1085.3,549.97,133.54,11.872,1.4607,65.281
"14209",11.857,1021.5,82.393,2.7515,23.737,1084.9,549.79,133.31,11.902,1.0752,63.795
"14210",11.579,1021.6,82.819,2.7431,23.752,1084.6,549.82,133.19,11.883,1.4343,64.396
"14211",11.074,1021.6,83.673,2.7074,23.632,1083.9,550.02,132.9,11.837,1.4608,66.23
"14212",10.542,1021.5,84.939,2.732,23.723,1084.7,550.01,133.79,11.897,1.3832,66.456
"14213",10.08,1021.6,86.663,2.7198,23.711,1084.7,549.95,133.84,11.87,1.7844,66.712
"14214",9.801,1021.5,87.023,2.6819,23.362,1083.1,549.88,132.61,11.755,1.2637,64.364
"14215",9.394,1021.2,88.333,2.6939,23.602,1084.8,549.86,134.19,11.824,1.3317,64.614
"14216",9.1087,1021.4,89.828,2.2791,19.36,1035,534.3,109.68,10.536,10.447,85.799
"14217",9.0681,1021,89.68,2.228,19.118,1039.4,538.29,109.75,10.508,8.7691,90.34
"14218",8.999,1021.1,89.396,2.1996,19.117,1038.3,537.45,109.47,10.528,10.057,93.431
"14219",8.7143,1021.2,89.613,2.2548,19.327,1034.9,534.47,109.66,10.502,11.033,87.504
"14220",8.3494,1021.2,90.065,2.2417,19.273,1035.8,535.33,109.68,10.487,10.792,93.733
"14221",7.9799,1021.6,90.475,2.2244,19.424,1034.7,533.89,110.18,10.508,11.666,88.032
"14222",8.2789,1021.7,91.897,2.2218,19.362,1033.4,533.27,109.37,10.446,11.113,89.757
"14223",9.5956,1021.7,93.613,2.2131,19.192,1046.9,543.4,110.6,10.434,7.2004,79.922
"14224",11.705,1021.6,89.018,2.2503,19.211,1054.5,549.03,110.95,10.457,4.6659,68.72
"14225",13.361,1021.3,76.725,2.2851,19.157,1053.8,549.01,109.96,10.474,4.5793,68.513
"14226",14.231,1020.9,72.47,2.2856,19.162,1049.4,546.34,108.88,10.491,5.3783,67.684
"14227",14.84,1020.3,69.142,2.8342,24.487,1087.2,549.79,134.18,11.992,1.1177,66.24
"14228",14.693,1020,69.708,2.8252,24.276,1086.1,549.99,133.21,11.911,1.3268,65.931
"14229",14.413,1020,71.767,2.8515,24.529,1087.6,549.97,134.5,11.931,1.1036,65.609
"14230",14.231,1019.9,72.421,2.8429,24.314,1086.7,549.97,133.97,11.854,1.5108,65.617
"14231",13.269,1020,76.029,2.8202,24.408,1087.6,550.07,135.16,11.878,1.356,65.619
"14232",12.459,1020.4,79.023,2.7765,24.155,1086.2,549.82,134.29,11.949,1.1219,64.257
"14233",12.279,1020.4,79.624,2.7425,24.117,1085.8,549.87,134.05,11.929,0.8046,63.366
"14234",12.065,1020.5,80.768,2.7874,24.321,1086.9,549.9,135.01,11.859,0.61582,62.629
"14235",11.964,1020.4,82.231,2.806,24.274,1086.9,550.15,134.89,11.986,1.196,64.551
"14236",11.762,1020.3,82.99,2.77,24.104,1086.4,549.98,134.59,11.895,1.2078,64.13
"14237",11.178,1020.3,83.526,2.7468,24.069,1086.4,549.85,134.93,11.915,1.3033,64.861
"14238",10.445,1020.2,85.001,2.4549,21.283,1053.4,539.27,119.11,11.057,6.6397,83.248
"14239",9.5583,1020,87.322,2.2608,19.277,1041.1,538.89,110.65,10.515,8.2904,79.332
"14240",9.0017,1020.1,88.998,2.225,19.122,1044,541.25,110.7,10.477,8.0637,84.661
"14241",8.6161,1020,89.917,2.2363,19.218,1048.4,544.01,111.83,10.494,6.8206,80.636
"14242",8.3827,1019.8,91.446,2.2557,19.342,1043.9,540.69,111.35,10.488,7.7218,78.78
"14243",8.313,1019.7,91.796,2.2743,19.331,1042.4,539.48,111.24,10.519,8.2777,79.878
"14244",7.9801,1019.9,91.933,2.2942,19.378,1044.1,540.37,111.83,10.563,7.7501,79.69
"14245",7.7243,1020.1,92.895,2.4791,21.222,1064.1,546.24,122.1,11.124,4.1232,71.348
"14246",8.424,1020.4,94.911,2.7367,23.704,1084.8,549.94,134.06,11.804,1.1568,64.82
"14247",10.249,1020.6,94.814,3.6444,32.014,1097.3,530.17,157.9,13.754,0.53473,56.675
"14248",14.344,1019.8,73.967,2.8208,24.223,1085.8,550.01,133.3,11.934,1.6893,76.864
"14249",14.825,1019.2,71.487,2.8509,24.497,1086.9,550.18,134.06,11.952,2.7995,72.65
"14250",15.13,1018.8,70.978,3.2464,27.945,1091.9,541.46,143.6,12.767,2.7714,73.053
"14251",15.368,1018.5,69.167,3.9066,34.118,1099.8,525.24,161.28,14.191,1.8118,65.513
"14252",15.146,1018.2,70.009,3.728,32.671,1100,530.04,159.37,13.869,1.1443,57.896
"14253",14.351,1018.3,72.441,3.7291,32.731,1100.1,529.66,160.01,13.938,1.3216,57.903
"14254",13.394,1018.7,77.113,3.3614,29.444,1094.7,537.33,150.56,13.178,1.064,60.075
"14255",12.384,1018.7,80.711,2.7699,24.033,1085.1,550,133.85,11.85,1.3407,64.744
"14256",11.682,1018.6,84.278,2.766,23.992,1085.1,550.1,133.94,11.898,1.4822,64.961
"14257",11.348,1018.4,86.157,2.7512,23.905,1084.2,550.14,133.47,11.856,1.5724,64.964
"14258",11.017,1018.1,87.77,2.757,24.052,1085,550.06,134.13,11.869,1.3084,65.586
"14259",11.164,1018.1,89.302,2.7504,24.073,1085.1,550.01,133.97,11.859,0.89736,64.769
"14260",10.85,1017.9,89.103,2.7113,23.786,1083.4,550.03,132.97,11.78,2.2882,67.149
"14261",9.9323,1017.6,90.415,2.7435,23.846,1084,550.03,133.7,11.833,2.5289,68.051
"14262",9.0596,1017.4,92.031,2.7408,23.887,1084.6,549.95,134.34,11.878,2.6564,68.654
"14263",8.5092,1017,93.205,2.7125,23.601,1083,549.96,133.25,11.714,2.6804,68.597
"14264",8.1883,1016.7,93.811,2.7254,23.79,1084.1,550.09,134.21,11.794,2.0463,68.764
"14265",8.1276,1016.5,94.094,2.7022,23.63,1083.1,550.01,133.4,11.737,2.2681,69.062
"14266",8.1408,1016.5,94.855,2.7558,23.992,1085,549.96,134.96,11.84,2.071,68.482
"14267",8.6149,1016.6,95.116,2.7465,23.932,1085,550.06,134.68,11.77,1.3714,67.225
"14268",9.5213,1016.8,96.114,3.2775,28.609,1091.5,538.62,147.76,12.9,1.271,62.873
"14269",11.105,1016.9,96.562,3.9084,34.323,1100.1,524.42,163.87,14.218,1.0371,57.293
"14270",12.883,1016.9,93.596,3.7001,32.368,1099.8,531.12,159.18,13.809,1.4654,58.344
"14271",13.967,1016.5,88.358,3.6896,32.183,1099.9,531.97,157.99,13.752,1.736,60.437
"14272",14.927,1016.2,84.786,3.69,31.977,1099.9,532.62,156.99,13.73,1.5464,60.046
"14273",15.897,1015.5,82.25,3.259,27.406,1090.8,542.6,142.25,12.65,0.42382,59.184
"14274",15.904,1015.3,81.922,2.9065,24.491,1086.5,550.29,133.81,11.948,0.61498,60.386
"14275",15.405,1015.4,83.477,2.8711,24.389,1085.7,549.93,133.49,11.856,1.2151,62.541
"14276",14.106,1015.4,87.156,2.841,24.46,1086.3,549.99,134.4,11.884,2.0167,64.239
"14277",13.097,1015.5,92.575,2.778,23.873,1083.2,550.2,132.02,11.707,1.9351,63.268
"14278",12.625,1015.7,91.622,2.8131,24.161,1084.9,549.85,133.77,11.776,0.97484,62.83
"14279",11.746,1015.8,91.219,2.7795,23.976,1083.9,549.94,133.34,11.762,1.1596,63.794
"14280",10.82,1015.9,92.59,2.7852,24.005,1084.2,549.9,133.85,11.836,1.1203,64.036
"14281",9.5545,1015.8,91.394,2.7334,23.766,1083.1,550.01,133.38,11.811,1.5482,66.071
"14282",8.6773,1015.5,92.945,2.7313,23.789,1083.2,549.99,133.71,11.752,1.9367,67.249
"14283",8.1028,1015.2,95.743,2.7543,23.784,1083.1,549.99,133.63,11.754,1.6751,66.421
"14284",7.7893,1015,95.011,2.7087,23.401,1081.4,549.85,132.46,11.626,2.3911,68.775
"14285",7.6055,1014.9,97.331,2.7576,23.67,1083,549.96,133.38,11.766,2.5442,66.534
"14286",10.157,1014.5,100.15,2.8635,24.084,1085.1,549.93,133.62,11.815,2.0519,62.784
"14287",12.226,1014.3,98.448,2.9002,24.23,1085.7,550.06,133.65,11.817,2.6536,64.922
"14288",13.364,1014.3,93.694,2.9145,24.101,1085.2,549.87,132.97,11.749,2.7763,64.784
"14289",14.421,1014.2,86.006,2.9251,24.365,1086.2,550.12,133.61,11.851,2.7013,66.584
"14290",15.044,1014.1,84.23,2.9384,24.458,1086.9,550.21,134.15,11.881,2.071,65.252
"14291",15.594,1014.1,84.26,2.9395,24.457,1086.7,549.99,133.92,11.887,2.267,64.783
"14292",16.144,1014,82.13,2.9522,24.277,1085.7,549.85,132.98,11.792,2.7069,64.242
"14293",17.244,1013.9,81.751,2.9367,24.194,1085,549.96,132.38,11.927,34.467,68.938
"14294",17.795,1013.6,80.398,2.9585,24.188,1085.1,550.11,132.16,11.89,2.5131,41.777
"14295",18.524,1013.3,78.997,3.3116,27.17,1090.4,543.22,140.84,12.609,1.3358,69.259
"14296",20.231,1013,72.301,2.9554,24.318,1085.6,550.03,132.29,11.954,1.6422,68.728
"14297",20.996,1012.8,69.501,2.9332,24.453,1086.1,550.31,132.59,11.958,1.7907,69.892
"14298",21.083,1012.6,68.957,2.9153,24.429,1085.7,550.27,132.36,11.894,1.8916,69.736
"14299",20.288,1012.3,73.006,2.9514,24.666,1087.2,550.11,133.64,11.895,1.9044,70.49
"14300",19.348,1012,76.034,2.9219,24.271,1085.2,549.62,131.99,11.862,2.2947,70.698
"14301",19.056,1012.1,75.14,2.9105,24.268,1085.2,549.91,132.15,11.927,0.92641,68.745
"14302",17.871,1012.1,81.231,2.8896,24.304,1085.4,549.88,132.57,11.927,1.51,70.088
"14303",17.507,1011.9,83.887,2.89,24.326,1085.4,549.64,132.42,11.937,1.4262,69.453
"14304",18.046,1011.8,79.593,2.9177,24.18,1084.7,550.04,131.78,11.835,1.8737,70.351
"14305",18.002,1011.6,76.978,2.9789,24.594,1087,550.15,133.47,11.95,2.0071,74.156
"14306",17.956,1011.3,81.655,2.8937,24.307,1084.9,550.21,131.76,11.868,2.0555,70.048
"14307",17.573,1011.1,82.409,2.2371,18.463,1032.6,538.85,101.15,10.235,8.2016,115.68
"14308",17.132,1010.8,80.503,2.2148,18.484,1034.1,539.98,102.07,10.182,11.515,110.76
"14309",16.8,1010.6,80.609,2.2143,18.439,1039.8,543.83,103.47,10.196,10.712,95.119
"14310",16.468,1010.4,78.531,2.1441,18.505,1033.7,539.48,102.37,10.21,11.325,103.65
"14311",16.143,1010.1,79.856,2.185,18.595,1035.1,540.15,103.17,10.223,11.52,103.51
"14312",16.343,1010.1,79.618,2.2234,18.497,1039.4,543.07,103.76,10.237,9.6557,91.39
"14313",16.452,1010.1,80.594,2.6526,22.442,1071.2,548.64,122.95,11.254,4.3613,79.617
"14314",17.401,1010.1,76.873,2.9626,24.672,1087,549.63,133.03,11.86,1.8063,75.165
"14315",18.4,1010.1,74.002,2.9882,24.776,1087.4,550.08,133.2,11.879,1.971,77.866
"14316",19.213,1009.9,74.489,2.9865,24.658,1086.8,549.9,132.88,11.92,1.7843,73.625
"14317",19.627,1009.1,73.161,3.0006,24.614,1086.6,549.82,132.67,11.986,1.5928,73.092
"14318",20.046,1008.2,71.036,2.6635,21.565,1068.1,549.73,118.87,11.057,3.1458,67.573
"14319",20.752,1007.4,67.287,2.8417,22.959,1076,549.98,124.57,11.435,2.968,73.497
"14320",21.556,1006.6,62.786,3.0464,24.857,1087.3,550.31,132.55,12.031,1.88,76.247
"14321",22.03,1006,62.524,3.0777,24.915,1087.8,549.93,132.95,11.948,1.9147,76.85
"14322",21.735,1005.7,63.39,3.0245,24.849,1087.4,550.18,132.95,11.983,1.2709,74.694
"14323",21.074,1005.8,66.158,3.0071,25.034,1088.2,550.31,133.75,11.952,1.5948,76.233
"14324",21.144,1005.8,64.261,3.011,24.801,1087.1,550.38,132.59,11.945,1.3363,74.849
"14325",21.239,1005.8,66.368,3.0458,25.04,1088.5,550.4,133.89,12.1,1.5443,74.023
"14326",20.722,1006,69.62,3.0054,24.778,1087.1,550.42,132.85,12.042,1.4133,71.259
"14327",20.338,1005.9,74.83,3.007,24.796,1087.2,550.35,133.31,12.006,1.6259,71.63
"14328",20.749,1005.8,68.593,3.0908,24.8,1086.9,550.02,132.44,11.844,0.47879,70.714
"14329",21.835,1005.4,63.636,3.0834,24.957,1088,549.68,133.49,12.034,0.2438,71.609
"14330",21.777,1005,67.008,2.8636,23.08,1076.7,549.65,125.1,11.463,0.62484,65.955
"14331",21.285,1005,69.25,2.6321,21.421,1064.1,548.37,117.03,10.99,4.9961,78.179
"14332",20.794,1005,74.846,2.2548,18.221,1046.2,549.16,103.1,10.178,7.3131,76.553
"14333",20.314,1005,75.613,2.229,18.199,1046.9,549.62,103.24,10.152,7.0301,74.216
"14334",20.291,1005,72.425,2.3041,18.435,1047.8,549.81,103.69,10.173,5.1846,69.749
"14335",20.477,1005.4,74.344,2.2962,18.266,1046.8,549.7,103.08,10.126,5.9183,75.643
"14336",20.408,1005.8,78.29,2.2533,18.263,1046.2,549.06,103.33,10.164,6.17,77.575
"14337",20.283,1006.2,78.538,2.7574,22.331,1072.2,550.28,122.11,11.208,2.6253,67.674
"14338",20.528,1006.7,76.945,3.1155,25.203,1089.2,549.72,134.66,11.974,1.2822,74.346
"14339",20.863,1007.1,75.835,3.0559,25.005,1088.5,549.93,134.09,12.021,1.3339,73.544
"14340",20.288,1007.5,80.953,3.047,24.625,1086.4,550.28,132.66,11.946,1.8347,71.674
"14341",19.915,1007.5,82.63,3.087,24.685,1086.6,550.03,132.67,11.808,1.9094,70.147
"14342",19.282,1007.4,89.112,2.6226,20.818,1063.2,550.04,115.28,10.797,3.7952,63.424
"14343",18.486,1007.4,93.655,2.8837,23.88,1081.8,549.9,129.54,11.737,2.4393,67.525
"14344",17.777,1007.6,99.394,2.98,24.812,1087.3,550.24,133.51,12.001,2.1713,71.15
"14345",18.656,1007.6,94.216,3.1112,24.825,1087.1,550.11,133.19,12.001,1.8389,69.812
"14346",18.799,1008.2,93.106,3.0344,24.832,1087.8,550.09,133.87,11.976,1.7489,70.702
"14347",18.712,1008.9,91.941,3.0813,25.185,1089.7,550.36,135.42,11.997,1.7283,72.795
"14348",18.34,1009.2,94.148,3.0289,24.469,1085.7,550.19,132.34,11.905,1.879,69.725
"14349",17.347,1009.4,99.362,2.933,24.394,1085.6,549.9,132.62,11.907,1.389,66.684
"14350",16.854,1009.3,100.1,2.89,24.426,1085.2,550.03,132.41,11.926,1.7309,68.908
"14351",16.848,1009,100.11,2.9188,24.699,1087.1,550.17,134.11,11.99,1.3309,70.188
"14352",17.022,1009,100.1,2.9221,24.727,1086.7,549.76,133.62,11.961,1.2267,69.192
"14353",17.199,1009.1,100.1,2.8971,24.776,1086.5,550,133.38,11.925,1.3506,69.684
"14354",17.387,1009.1,100.09,2.8917,24.639,1086.6,549.71,133.36,11.96,1.1299,67.662
"14355",17.68,1009.1,98.398,2.4698,20.544,1062,549.9,114.82,10.758,3.3509,64.401
"14356",17.972,1009.1,93.829,2.391,19.319,1054.7,550,109.2,10.433,3.6141,62.376
"14357",17.534,1009.2,99.238,2.3308,19.12,1053.7,550.05,108.88,10.411,4.0153,62.703
"14358",17.239,1009.2,100.11,2.3311,18.981,1052.6,550.03,108.15,10.357,5.1211,64.733
"14359",16.952,1009,100.11,2.2931,19.096,1053.3,550.02,108.73,10.359,5.1611,64.15
"14360",16.665,1008.5,100.1,2.2598,19.069,1052.9,550.02,108.49,10.335,5.2662,64.678
"14361",16.479,1009,100.1,2.2434,19.168,1053.9,549.96,109.14,10.357,5.2954,66.012
"14362",16.396,1009.7,100.1,2.8976,24.328,1073.2,543.38,128.23,11.696,3.9419,70.62
"14363",16.282,1010.4,100.1,4.0974,34.264,1100,525.06,160.72,14.125,1.6801,67.296
"14364",16.255,1010.5,100.1,3.8767,32.388,1099.8,531.28,157.25,13.728,0.98476,64.808
"14365",16.169,1010,100.1,3.8168,31.487,1099.8,534.17,155.71,13.658,1.3682,67.017
"14366",16.07,1009.4,100.11,3.0513,25.387,1091,549.91,137.54,12.147,1.8885,75.181
"14367",15.942,1009.6,100.11,3.2399,26.83,1098.7,549.33,143.77,12.559,1.5333,79.663
"14368",15.799,1010.5,100.11,2.9848,24.093,1084.3,549.94,131.99,11.868,2.01,69.882
"14369",15.759,1009.6,100.11,3.6621,30.726,1100,537.28,153.63,13.457,0.96503,68.253
"14370",15.885,1009.8,100.11,3.7457,32.011,1099.9,533.06,156.34,13.667,0.63435,66.482
"14371",15.835,1010,100.11,2.9666,25.212,1089.2,550.09,136.12,12.034,1.1884,73.163
"14372",15.736,1010.1,100.11,3.1858,27.141,1099.2,549.43,144.32,12.544,1.2062,80.753
